timestamp,ecg_value
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.007,0
0.007,0
0.009,0
0.009,0
0.009,0
0.009,0
0.009,0
0.009,0
0.0104,0
0.0104,0
0.0104,0
0.0104,0
0.0104,0
0.0104,0
0.0104,0
0.0104,0
0.0104,0
0.0104,0
0.0104,0
0.0104,0
0.0104,0
0.0129,0
0.0129,0
0.0129,0
0.0129,0
0.0129,0
0.0129,0
0.0141,0
0.0141,0
0.0141,0
0.0153,0
0.0153,0
0.0171,0
0.0171,0
0.0171,0
0.0171,0
0.0171,0
0.0171,0
0.0171,0
0.0171,0
0.0171,0
0.0171,0
0.0191,0
0.0191,0
0.0191,0
0.0191,0
0.0191,0
0.0191,0
0.0191,0
0.0191,0
0.0191,0
0.0191,0
0.0206,0
0.0206,0
0.0206,0
0.0206,0
0.0206,0
0.0226,0
0.0241,0
0.0241,0
0.0258,0
0.0258,0
0.0282,0
0.0282,0
0.0282,0
0.0299,0
0.0299,0
0.0299,0
0.0299,0
0.0299,0
0.0299,0
0.0299,0
0.0299,0
0.0299,0
0.0325,0
0.0325,0
0.0325,0
0.0325,0
0.0325,0
0.0325,0
0.0325,0
0.0325,0
0.0325,0
0.0325,0
0.0325,45
0.0325,130
0.0325,218
0.0325,309
0.0325,413
0.0325,524
0.0325,626
0.0325,686
0.0325,687
0.0325,676
0.0325,640
0.0325,616
0.0325,634
0.0325,688
0.0325,690
0.0325,691
0.0325,691
0.0325,691
0.0325,691
0.0325,691
0.0325,692
0.0325,692
0.0325,692
0.0325,692
0.0325,692
0.0325,693
0.0325,693
0.0325,692
0.0325,693
0.0325,692
0.0421,692
0.0421,692
0.0421,692
0.0421,692
0.0421,692
0.0421,692
0.0421,692
0.0421,692
